Id;Time;Time_year;Species;Gear;Catch;Unit;Unit2
NS0213U3;Sasa;2021;Carangidae;Handline;5;number;
NS0213U3;Kati_kati;2013.5;TAA UZI;Handline;4.5;mitungo;
NS0213U3;Kati_kati;2013.5;Lethrinus_borbonicus;Handline;;;
NS0213U3;Kati_kati;2013.5;Lethrinus_harak;Handline;;;
NS0213U3;Kati_kati;2013.5;Squids;Handline;;;
NS0213U3;Kati_kati;2013.5;Carangidae;Handline;;;
NS0213U3;Aliopanza;2006;TAA UZI;Handline;4.5;mitungo;
NS0213U3;Aliopanza;2006;Lethrinus_borbonicus;Handline;;;
NS0213U3;Aliopanza;2006;Lethrinus_harak;Handline;;;
NS0213U3;Aliopanza;2006;Squids;Handline;;;
NS0213U3;Aliopanza;2006;Carangidae;Handline;;;
NS0213U4;Sasa;2021;Squids;Handline;5;kg;
NS0213U4;Sasa;2021;Octopus;Handline;1;mitungo;
NS0213U4;Kati_kati;2018;Squids;Handline;none;;
NS0213U4;Kati_kati;2018;Octopus;Handline;none;;
NS0213U4;Aliopanza;2015;Squids;Handline;12;kg;
NS0213U4;Aliopanza;2015;Octopus;Handline;;;
NS0213U5;Sasa;2021;Lethrinus_variegatus;Handline;3;mitungo;
NS0213U5;Sasa;2021;Balistidae;Handline;3;mitungo;
NS0213U5;Kati_kati;2018;Lethrinus_variegatus;Handline;4;mitungo;
NS0213U5;Kati_kati;2018;Balistidae;Handline;4;mitungo;
NS0213U5;Aliopanza;2015;Lethrinus_variegatus;Handline;6;mitungo;
NS0213U5;Aliopanza;2015;Balistidae;Handline;4;mitungo;
NS0214C6;Sasa;2021;Sailfish;Gillnet;5;number;
NS0214C6;Sasa;2021;Tuna;Gillnet;6;number;
NS0214C6;Sasa;2021;Skipjack_tuna;Gillnet;5;number;
NS0214C6;Kati_kati;2016;Sailfish;Gillnet;10;number;
NS0214C6;Kati_kati;2016;Tuna;Gillnet;20;number;
NS0214C6;Kati_kati;2016;Skipjack_tuna;Gillnet;15;number;
NS0214C6;Aliopanza;2011;Sailfish;Gillnet;10;number;
NS0214C6;Aliopanza;2011;Tuna;Gillnet;20;number;
NS0214C6;Aliopanza;2011;Skipjack_tuna;Gillnet;15;number;
NS0214C7;Sasa;2021;Lethrinus_lentjan;Dragnet;8;mitungo;
NS0214C7;Sasa;2021;Lethrinus_harak;Dragnet;20;mitungo;
NS0214C7;Sasa;2021;Anguilliformes;Spear;3;mitungo;
NS0214C7;Kati_kati;2016;Lethrinus_lentjan;Dragnet;8;mitungo;
NS0214C7;Kati_kati;2016;Lethrinus_harak;Dragnet;20;mitungo;
NS0214C7;Kati_kati;2016;Anguilliformes;Spear;6;mitungo;
NS0214C7;Aliopanza;2011;Lethrinus_lentjan;Dragnet;8;mitungo;
NS0214C7;Aliopanza;2011;Lethrinus_harak;Dragnet;20;mitungo;
NS0214C7;Aliopanza;2011;Anguilliformes;Spear;6;mitungo;
NS0214C8;Sasa;2021;Squids;Handline;2;mitungo;
NS0214C8;Kati_kati;2019;Squids;Handline;NA;NA;
NS0214C8;Aliopanza;2017;Squids;Handline;NA;NA;
NS0214C9;Sasa;2021;Siganus_sutor;Dragnet;3;mitungo;
NS0214C9;Sasa;2021;Lethrinus_borbonicus;Dragnet;7;mitungo;
NS0214C9;Sasa;2021;Lethrinus_harak;Dragnet;9;mitungo;
NS0214C9;Sasa;2021;Chirocentridae;Dragnet;15;mitungo;
NS0214C9;Kati_kati;2011;Siganus_sutor;Dragnet;30;mitungo;
NS0214C9;Kati_kati;2011;Lethrinus_borbonicus;Dragnet;30;mitungo;
NS0214C9;Kati_kati;2011;Lethrinus_harak;Dragnet;NA;NA;
NS0214C9;Kati_kati;2011;Chirocentridae;Dragnet;NA;NA;
NS0214C9;Aliopanza;2001;Siganus_sutor;Dragnet;30;mitungo;
NS0214C9;Aliopanza;2001;Lethrinus_borbonicus;Dragnet;30;mitungo;
NS0214C9;Aliopanza;2001;Lethrinus_harak;Dragnet;NA;NA;
NS0214C9;Aliopanza;2001;Chirocentridae;Dragnet;NA;NA;
NS0214C10;Sasa;2021;Octopus;Spear;3;mitungo;
NS0214C10;Sasa;2021;Crabs_Lobsters;Spear;50;number;
NS0214C10;Sasa;2021;Plotosidae;Spear;5;ndoo ndogo;
NS0214C10;Kati_kati;2019.5;Octopus;Spear;NA;NA;
NS0214C10;Kati_kati;2019.5;Crabs_Lobsters;Spear;NA;NA;
NS0214C10;Kati_kati;2019.5;Plotosidae;Spear;NA;NA;
NS0214C10;Aliopanza;2018;Octopus;Spear;NA;NA;
NS0214C10;Aliopanza;2018;Crabs_Lobsters;Spear;NA;NA;
NS0214C10;Aliopanza;2018;Plotosidae;Spear;NA;NA;
NS0220M11;Sasa;2021;Anguilliformes;Spear;5;mitungo;
NS0220M11;Sasa;2021;Octopus;Spear;3;mitungo;
NS0220M11;Sasa;2021;Squids;Spear;2;mitungo;
NS0220M11;Sasa;2021;Crabs;Spear;20;number;
NS0220M11;Sasa;2021;Snails;Spear;80;number;
NS0220M11;Kati_kati;2015;Anguilliformes;Spear;3;mitungo;
NS0220M11;Kati_kati;2015;Octopus;Spear;4;mitungo;
NS0220M11;Kati_kati;2015;Squids;Spear;2;mitungo;
NS0220M11;Kati_kati;2015;Crabs;Spear;20;number;
NS0220M11;Kati_kati;2015;Snails;Spear;80;number;
NS0220M11;Aliopanza;2009;Anguilliformes;Spear;5;mitungo;
NS0220M11;Aliopanza;2009;Octopus;Spear;4;mitungo;
NS0220M11;Aliopanza;2009;Squids;Spear;2;mitungo;
NS0220M11;Aliopanza;2009;Crabs;Spear;20;number;
NS0220M11;Aliopanza;2009;Snails;Spear;200;number;
NS0220M12;Sasa;2021;Siganus_sutor;Handline;1;mitungo;
NS0220M12;Kati_kati;2008.5;Siganus_sutor;Handline;1.5;mitungo;
NS0220M12;Aliopanza;1996;Siganus_sutor;Handline;2;mitungo;
NS0220M13;Sasa;2021;Siganus_sutor;Trap;6;mitungo;
NS0220M13;Sasa;2021;Lethrinus_lentjan;Trap;2;mitungo;
NS0220M13;Sasa;2021;Lethrinus_harak;Trap;2;mitungo;
NS0220M13;Sasa;2021;Lethrinus_mahsena;Trap;3;mitungo;
NS0220M13;Sasa;2021;Scarus_ghobban;Trap;4;mitungo;
NS0220M13;Sasa;2021;Leptoscarus_vaigiensis;Trap;3;mitungo;
NS0220M13;Sasa;2021;Mullidae;Trap;1;mitungo;
NS0220M13;Sasa;2021;Mugilidae;Gillnet;30;number;
NS0220M13;Sasa;2021;Belonidae;Gillnet;50;number;
NS0220M13;Sasa;2021;Caesionidae;Trap;1.5;mitungo;
NS0220M13;Sasa;2021;Anguilliformes;Trap;1;number;
NS0220M13;Sasa;2021;Rhinobatidae;Trap;1;number;
NS0220M13;Kati_kati;2016;Siganus_sutor;Trap;8;mitungo;
NS0220M13;Kati_kati;2016;Lethrinus_lentjan;Trap;3;mitungo;
NS0220M13;Kati_kati;2016;Lethrinus_harak;Trap;3;mitungo;
NS0220M13;Kati_kati;2016;Lethrinus_mahsena;Trap;3;mitungo;
NS0220M13;Kati_kati;2016;Scarus_ghobban;Trap;3;mitungo;
NS0220M13;Kati_kati;2016;Leptoscarus_vaigiensis;Trap;4;mitungo;
NS0220M13;Kati_kati;2016;Mullidae;Trap;1;mitungo;
NS0220M13;Kati_kati;2016;Mugilidae;Gillnet;40;number;
NS0220M13;Kati_kati;2016;Belonidae;Gillnet;30;number;
NS0220M13;Kati_kati;2016;Caesionidae;Trap;1.5;mitungo;
NS0220M13;Kati_kati;2016;Anguilliformes;Trap;1;mitungo;
NS0220M13;Kati_kati;2016;Rhinobatidae;Trap;2;number;
NS0220M13;Aliopanza;2011;Siganus_sutor;Trap;10;mitungo;
NS0220M13;Aliopanza;2011;Lethrinus_lentjan;Trap;4;mitungo;
NS0220M13;Aliopanza;2011;Lethrinus_harak;Trap;4;mitungo;
NS0220M13;Aliopanza;2011;Lethrinus_mahsena;Trap;4;mitungo;
NS0220M13;Aliopanza;2011;Scarus_ghobban;Trap;3;mitungo;
NS0220M13;Aliopanza;2011;Leptoscarus_vaigiensis;Trap;5;mitungo;
NS0220M13;Aliopanza;2011;Mullidae;Trap;1;mitungo;
NS0220M13;Aliopanza;2011;Mugilidae;Gillnet;50;number;
NS0220M13;Aliopanza;2011;Belonidae;Gillnet;50;number;
NS0220M13;Aliopanza;2011;Caesionidae;Trap;2;mitungo;
NS0220M13;Aliopanza;2011;Anguilliformes;Trap;1;mitungo;
NS0220M13;Aliopanza;2011;Rhinobatidae;Trap;3;number;
NS0220M14;Sasa;2021;Siganus_sutor;Trap;6;mitungo;
NS0220M14;Sasa;2021;Lethrinus_lentjan;Trap;4;mitungo;
NS0220M14;Sasa;2021;Lethrinus_mahsena;Trap;4;mitungo;
NS0220M14;Sasa;2021;Scarus_ghobban;Trap;1;mitungo;
NS0220M14;Sasa;2021;Hipposcarus_harid;Trap;1;mitungo;
NS0220M14;Sasa;2021;Sailfish;Gillnet;6;number;
NS0220M14;Kati_kati;2011;Siganus_sutor;Trap;5;mitungo;
NS0220M14;Kati_kati;2011;Lethrinus_lentjan;Trap;3;mitungo;
NS0220M14;Kati_kati;2011;Lethrinus_mahsena;Trap;3;mitungo;
NS0220M14;Kati_kati;2011;Scarus_ghobban;Trap;1;mitungo;
NS0220M14;Kati_kati;2011;Hipposcarus_harid;Trap;1;mitungo;
NS0220M14;Kati_kati;2011;Sailfish;Gillnet;5;number;
NS0220M14;Aliopanza;2001;Siganus_sutor;Trap;3;mitungo;
NS0220M14;Aliopanza;2001;Lethrinus_lentjan;Trap;2;mitungo;
NS0220M14;Aliopanza;2001;Lethrinus_mahsena;Trap;2;mitungo;
NS0220M14;Aliopanza;2001;Scarus_ghobban;Trap;2;mitungo;
NS0220M14;Aliopanza;2001;Hipposcarus_harid;Trap;2;mitungo;
NS0220M14;Aliopanza;2001;Sailfish;Gillnet;7;number;
NS0220M15;Sasa;2021;Siganus_sutor;Trap;1;mitungo;
NS0220M15;Sasa;2021;Lethrinus_lentjan;Trap;1;mitungo;
NS0220M15;Sasa;2021;Lethrinus_mahsena;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Lutjanus_fulviflamma;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Scarus_ghobban;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Hipposcarus_harid;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Leptoscarus_vaigiensis;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Plectorhinchus_gibbus;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Acanthurus_spp;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Balistidae;Trap;0.5;mitungo;
NS0220M15;Sasa;2021;Sailfish;Gillnet;2;number;
NS0220M15;Sasa;2021;Rhinobatidae;Gillnet;1;number;
NS0220M15;Sasa;2021;Tuna;Gillnet;4;number;
NS0220M15;Kati_kati;2011;Siganus_sutor;Trap;6;mitungo;
NS0220M15;Kati_kati;2011;Lethrinus_lentjan;Trap;5;mitungo;
NS0220M15;Kati_kati;2011;Lethrinus_mahsena;Trap;5;mitungo;
NS0220M15;Kati_kati;2011;Lutjanus_fulviflamma;Trap;2.5;mitungo;
NS0220M15;Kati_kati;2011;Scarus_ghobban;Trap;1.5;mitungo;
NS0220M15;Kati_kati;2011;Hipposcarus_harid;Trap;1.5;mitungo;
NS0220M15;Kati_kati;2011;Leptoscarus_vaigiensis;Trap;4;mitungo;
NS0220M15;Kati_kati;2011;Plectorhinchus_gibbus;Trap;1;mitungo;
NS0220M15;Kati_kati;2011;Acanthurus_spp;Trap;1;mitungo;
NS0220M15;Kati_kati;2011;Balistidae;Trap;1;mitungo;
NS0220M15;Kati_kati;2011;Sailfish;Gillnet;5;number;
NS0220M15;Kati_kati;2011;Rhinobatidae;Gillnet;10;number;
NS0220M15;Kati_kati;2011;Tuna;Gillnet;15;number;
NS0220M15;Aliopanza;2001;Siganus_sutor;Trap;7;mitungo;
NS0220M15;Aliopanza;2001;Lethrinus_lentjan;Trap;5;mitungo;
NS0220M15;Aliopanza;2001;Lethrinus_mahsena;Trap;6;mitungo;
NS0220M15;Aliopanza;2001;Lutjanus_fulviflamma;Trap;5;mitungo;
NS0220M15;Aliopanza;2001;Scarus_ghobban;Trap;3;mitungo;
NS0220M15;Aliopanza;2001;Hipposcarus_harid;Trap;3;mitungo;
NS0220M15;Aliopanza;2001;Leptoscarus_vaigiensis;Trap;6;mitungo;
NS0220M15;Aliopanza;2001;Plectorhinchus_gibbus;Trap;2.5;mitungo;
NS0220M15;Aliopanza;2001;Acanthurus_spp;Trap;2.5;mitungo;
NS0220M15;Aliopanza;2001;Balistidae;Trap;1;mitungo;
NS0220M15;Aliopanza;2001;Sailfish;Gillnet;20;number;
NS0220M15;Aliopanza;2001;Rhinobatidae;Gillnet;30;number;
NS0220M15;Aliopanza;2001;Tuna;Gillnet;15;number;
NS0221P16;Sasa;2021;Siganus_sutor;Handline;2;mitungo;
NS0221P16;Sasa;2021;Octopus;Spear;15;number;
NS0221P16;Kati_kati;2006;Siganus_sutor;Handline;3;mitungo;
NS0221P16;Kati_kati;2006;Octopus;Spear;2;mitungo;
NS0221P16;Aliopanza;1991;Siganus_sutor;Handline;4;mitungo;
NS0221P16;Aliopanza;1991;Octopus;Spear;4;mitungo;
NS0221P17;Sasa;2021;Siganus_sutor;Trap;3;mitungo;
NS0221P17;Sasa;2021;Lethrinus_lentjan;Trap;3;mitungo;
NS0221P17;Sasa;2021;Lethrinus_borbonicus;Trap;2;mitungo;
NS0221P17;Sasa;2021;Lethrinus_harak;Trap;7;mitungo;
NS0221P17;Sasa;2021;Lethrinus_mahsena;Trap;12;mitungo;
NS0221P17;Sasa;2021;Monodactylus_argentus;Trap;10;mitungo;
NS0221P17;Sasa;2021;Lutjanus_fulviflamma;Trap;6;mitungo;
NS0221P17;Sasa;2021;Scarus_ghobban;Trap;2;mitungo;
NS0221P17;Sasa;2021;Hipposcarus_harid;Trap;1;mitungo;
NS0221P17;Sasa;2021;Leptoscarus_vaigiensis;Trap;4;mitungo;
NS0221P17;Sasa;2021;Plectorhinchus_gibbus;Trap;4;mitungo;
NS0221P17;Sasa;2021;Acanthurus_spp;Trap;5;mitungo;
NS0221P17;Kati_kati;1996.5;Siganus_sutor;Trap;4;mitungo;
NS0221P17;Kati_kati;1996.5;Lethrinus_lentjan;Trap;5;mitungo;
NS0221P17;Kati_kati;1996.5;Lethrinus_borbonicus;Trap;3;mitungo;
NS0221P17;Kati_kati;1996.5;Lethrinus_harak;Trap;8;mitungo;
NS0221P17;Kati_kati;1996.5;Lethrinus_mahsena;Trap;16;mitungo;
NS0221P17;Kati_kati;1996.5;Monodactylus_argentus;Trap;18;mitungo;
NS0221P17;Kati_kati;1996.5;Lutjanus_fulviflamma;Trap;10;mitungo;
NS0221P17;Kati_kati;1996.5;Scarus_ghobban;Trap;3;mitungo;
NS0221P17;Kati_kati;1996.5;Hipposcarus_harid;Trap;2;mitungo;
NS0221P17;Kati_kati;1996.5;Leptoscarus_vaigiensis;Trap;6;mitungo;
NS0221P17;Kati_kati;1996.5;Plectorhinchus_gibbus;Trap;8;mitungo;
NS0221P17;Kati_kati;1996.5;Acanthurus_spp;Trap;10;mitungo;
NS0221P17;Aliopanza;1972;Siganus_sutor;Trap;5;mitungo;
NS0221P17;Aliopanza;1972;Lethrinus_lentjan;Trap;6;mitungo;
NS0221P17;Aliopanza;1972;Lethrinus_borbonicus;Trap;5;mitungo;
NS0221P17;Aliopanza;1972;Lethrinus_harak;Trap;10;mitungo;
NS0221P17;Aliopanza;1972;Lethrinus_mahsena;Trap;20;mitungo;
NS0221P17;Aliopanza;1972;Monodactylus_argentus;Trap;25;mitungo;
NS0221P17;Aliopanza;1972;Lutjanus_fulviflamma;Trap;15;mitungo;
NS0221P17;Aliopanza;1972;Scarus_ghobban;Trap;4;mitungo;
NS0221P17;Aliopanza;1972;Hipposcarus_harid;Trap;3;mitungo;
NS0221P17;Aliopanza;1972;Leptoscarus_vaigiensis;Trap;7;mitungo;
NS0221P17;Aliopanza;1972;Plectorhinchus_gibbus;Trap;12;mitungo;
NS0221P17;Aliopanza;1972;Acanthurus_spp;Trap;5;mitungo;
NS0221P18;Sasa;2021;Siganus_sutor;Handline;1;mitungo;
NS0221P18;Sasa;2021;Lethrinus_lentjan;Handline;2;mitungo;
NS0221P18;Sasa;2021;Serranidae;Handline;2;number;
NS0221P18;Sasa;2021;Red_snapper;Handline;20;number;
NS0221P18;Kati_kati;2006;Siganus_sutor;Handline;1.5;mitungo;
NS0221P18;Kati_kati;2006;Lethrinus_lentjan;Handline;1.5;mitungo;
NS0221P18;Kati_kati;2006;Serranidae;Handline;5;number;
NS0221P18;Kati_kati;2006;Red_snapper;Handline;20;number;
NS0221P18;Aliopanza;1991;Siganus_sutor;Handline;4;mitungo;
NS0221P18;Aliopanza;1991;Lethrinus_lentjan;Handline;4;mitungo;
NS0221P18;Aliopanza;1991;Serranidae;Handline;5;number;
NS0221P18;Aliopanza;1991;Red_snapper;Handline;80;number;
NS0221P19;Sasa;2021;Lethrinus_lentjan;Trap;30;number;
NS0221P19;Sasa;2021;Lethrinus_borbonicus;Trap;20;number;
NS0221P19;Sasa;2021;Lethrinus_harak;Trap;10;number;
NS0221P19;Sasa;2021;Lethrinus_variegatus;Trap;10;number;
NS0221P19;Sasa;2021;Lethrinus_mahsena;Trap;10;number;
NS0221P19;Sasa;2021;Lutjanus_fulviflamma;Trap;15;number;
NS0221P19;Kati_kati;2006;Lethrinus_lentjan;Trap;1.5;mitungo;
NS0221P19;Kati_kati;2006;Lethrinus_borbonicus;Trap;1;mitungo;
NS0221P19;Kati_kati;2006;Lethrinus_harak;Trap;1.5;mitungo;
NS0221P19;Kati_kati;2006;Lethrinus_variegatus;Trap;1;mitungo;
NS0221P19;Kati_kati;2006;Lethrinus_mahsena;Trap;1;mitungo;
NS0221P19;Kati_kati;2006;Lutjanus_fulviflamma;Trap;1;mitungo;
NS0221P19;Aliopanza;1991;Lethrinus_lentjan;Trap;1.5;mitungo;
NS0221P19;Aliopanza;1991;Lethrinus_borbonicus;Trap;1;mitungo;
NS0221P19;Aliopanza;1991;Lethrinus_harak;Trap;1.5;mitungo;
NS0221P19;Aliopanza;1991;Lethrinus_variegatus;Trap;1;mitungo;
NS0221P19;Aliopanza;1991;Lethrinus_mahsena;Trap;1;mitungo;
NS0221P19;Aliopanza;1991;Lutjanus_fulviflamma;Trap;1;mitungo;
NS0221P20;Sasa;2021;Siganus_sutor;Handline;0.5;mitungo;
NS0221P20;Sasa;2021;Lethrinus_borbonicus;Handline;0.5;mitungo;
NS0221P20;Sasa;2021;Lethrinus_variegatus;Handline;0.5;mitungo;
NS0221P20;Sasa;2021;Squids;Handline;8;number;
NS0221P20;Kati_kati;1996;Siganus_sutor;Handline;1;mitungo;
NS0221P20;Kati_kati;1996;Lethrinus_borbonicus;Handline;2;mitungo;
NS0221P20;Kati_kati;1996;Lethrinus_variegatus;Handline;1;mitungo;
NS0221P20;Kati_kati;1996;Squids;Handline;1.5;mitungo;
NS0221P20;Aliopanza;1971;Siganus_sutor;Handline;2;mitungo;
NS0221P20;Aliopanza;1971;Lethrinus_borbonicus;Handline;4;mitungo;
NS0221P20;Aliopanza;1971;Lethrinus_variegatus;Handline;2;mitungo;
NS0221P20;Aliopanza;1971;Squids;Handline;3;mitungo;
HK0213U1;Sasa;2021;Carangoides;Longline;16;number;
HK0213U1;Sasa;2021;Lethrinidae;Longline;3;number;
HK0213U1;Sasa;2021;Serranidae;Longline;5;number;
HK0213U1;Sasa;2021;Rachycentridae;Longline;12;number;
HK0213U1;Sasa;2021;Lutjanus_sebae;Longline;7;number;
HK0213U1;Sasa;2021;Lutjanus_argumentus;Longline;6;number;
HK0213U1;Kati_kati;2008.5;Carangoides;Longline;5;number;
HK0213U1;Kati_kati;2008.5;Lethrinidae;Longline;25;number;
HK0213U1;Kati_kati;2008.5;Serranidae;Longline;6;number;
HK0213U1;Kati_kati;2008.5;Rachycentridae;Longline;7;number;
HK0213U1;Kati_kati;2008.5;Lutjanus_sebae;Longline;8;number;
HK0213U1;Kati_kati;2008.5;Lutjanus_argumentus;Longline;7;number;
HK0213U1;Aliopanza;1996;Carangoides;Longline;;number;
HK0213U1;Aliopanza;1996;Lethrinidae;Longline;;number;
HK0213U1;Aliopanza;1996;Serranidae;Longline;;number;
HK0213U1;Aliopanza;1996;Rachycentridae;Longline;;number;
HK0213U1;Aliopanza;1996;Lutjanus_sebae;Longline;;number;
HK0213U1;Aliopanza;1996;Lutjanus_argumentus;Longline;;number;
HK0213U2;Sasa;2021;Lethrinus_lentjan;Handline;3;kg;
HK0213U2;Sasa;2021;Lethrinus_mahsena;Handline;3;kg;
HK0213U2;Sasa;2021;Lethrinus_variegatus;Handline;3;kg;
HK0213U2;Sasa;2021;Cheilio_inermis;Handline;2;kg;
HK0213U2;Sasa;2021;Yellowfin_tuna;Handline;1;kg;
HK0213U2;Sasa;2021;Scomberomorus_commerson;Handline;1;kg;
HK0213U2;Sasa;2021;Skipjack_tuna;Handline;1;kg;
HK0213U2;Kati_kati;2011;Lethrinus_lentjan;Handline;5;kg;
HK0213U2;Kati_kati;2011;Lethrinus_mahsena;Handline;7;kg;
HK0213U2;Kati_kati;2011;Lethrinus_variegatus;Handline;5;kg;
HK0213U2;Kati_kati;2011;Cheilio_inermis;Handline;5;kg;
HK0213U2;Kati_kati;2011;Yellowfin_tuna;Handline;2;kg;
HK0213U2;Kati_kati;2011;Scomberomorus_commerson;Handline;2;kg;
HK0213U2;Kati_kati;2011;Skipjack_tuna;Handline;2;kg;
HK0213U2;Aliopanza;2001;Lethrinus_lentjan;Handline;;kg;
HK0213U2;Aliopanza;2001;Lethrinus_mahsena;Handline;;kg;
HK0213U2;Aliopanza;2001;Lethrinus_variegatus;Handline;;kg;
HK0213U2;Aliopanza;2001;Cheilio_inermis;Handline;;kg;
HK0213U2;Aliopanza;2001;Yellowfin_tuna;Handline;;kg;
HK0213U2;Aliopanza;2001;Scomberomorus_commerson;Handline;;kg;
HK0213U2;Aliopanza;2001;Skipjack_tuna;Handline;;kg;
HK0213U3;Sasa;2021;Mullidae;Gillnet/Handline;6;kg;
HK0213U3;Sasa;2021;Scaridae;Gillnet/Handline;3;kg;
HK0213U3;Sasa;2021;Labridae;Gillnet/Handline;2;kg;
HK0213U3;Sasa;2021;Lethrinidae;Gillnet/Handline;1;kg;
HK0213U3;Sasa;2021;Siganidae;Gillnet/Handline;10;kg;
HK0213U3;Sasa;2021;Lutjanidae;Gillnet/Handline;3;kg;
HK0213U3;Sasa;2021;Squids;Gillnet/Handline;2;kg;
HK0213U3;Kati_kati;2003.5;Mullidae;Gillnet/Handline;8;kg;
HK0213U3;Kati_kati;2003.5;Scaridae;Gillnet/Handline;6;kg;
HK0213U3;Kati_kati;2003.5;Labridae;Gillnet/Handline;4;kg;
HK0213U3;Kati_kati;2003.5;Lethrinidae;Gillnet/Handline;3;kg;
HK0213U3;Kati_kati;2003.5;Siganidae;Gillnet/Handline;13;kg;
HK0213U3;Kati_kati;2003.5;Lutjanidae;Gillnet/Handline;4;kg;
HK0213U3;Kati_kati;2003.5;Squids;Gillnet/Handline;3;kg;
HK0213U3;Aliopanza;1986;Mullidae;Gillnet/Handline;;kg;
HK0213U3;Aliopanza;1986;Scaridae;Gillnet/Handline;;kg;
HK0213U3;Aliopanza;1986;Labridae;Gillnet/Handline;;kg;
HK0213U3;Aliopanza;1986;Lethrinidae;Gillnet/Handline;;kg;
HK0213U3;Aliopanza;1986;Siganidae;Gillnet/Handline;;kg;
HK0213U3;Aliopanza;1986;Lutjanidae;Gillnet/Handline;;kg;
HK0213U3;Aliopanza;1986;Squids;Gillnet/Handline;;kg;
HK0213U4;Sasa;2021;Carcharhinidae;Gillnet;2;number;/day/trip
HK0213U4;Sasa;2021;Crabs_Lobsters;Gillnet;1;number;/day/trip
HK0213U4;Sasa;2021;Carangoides;Gillnet;1;number;/day/trip
HK0213U4;Sasa;2021;Ray;Gillnet;2;number;/day/trip
HK0213U4;Kati_kati;2012.5;Carcharhinidae;Gillnet;4;number;/day/trip
HK0213U4;Kati_kati;2012.5;Crabs_Lobsters;Gillnet;2;number;/day/trip
HK0213U4;Kati_kati;2012.5;Carangoides;Gillnet;3;number;/day/trip
HK0213U4;Kati_kati;2012.5;Ray;Gillnet;5;number;/day/trip
HK0213U4;Aliopanza;2004;Carcharhinidae;Gillnet;;number;/day/trip
HK0213U4;Aliopanza;2004;Crabs_Lobsters;Gillnet;;number;/day/trip
HK0213U4;Aliopanza;2004;Carangoides;Gillnet;;number;/day/trip
HK0213U4;Aliopanza;2004;Ray;Gillnet;;number;/day/trip
HK0213U5;Sasa;2021;Plectorhinchus_sp;Spear;2;number;/day/trip
HK0213U5;Sasa;2021;Octopus;Spear;6;number;/day/trip
HK0213U5;Sasa;2021;Ray;Spear;2;number;/day/trip
HK0213U5;Sasa;2021;Scaridae;Spear;3;number;/day/trip
HK0213U5;Sasa;2021;Siganus_?;Spear;2;number;/day/trip
HK0213U5;Sasa;2021;Carangoides;Spear;3;number;/day/trip
HK0213U5;Sasa;2021;Diodontidae;Spear;4;number;/day/trip
